,Content ID,Type,Datetime,Content Type,Category,Sentiment,Score,Month,,,,
24852,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,heart,01-11-2020 22:19,GIF,cooking,positive,60,11,,,,
24853,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cherish,07-07-2020 08:39,GIF,cooking,positive,70,7,,,,
24854,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,scared,23-06-2020 08:19,GIF,cooking,negative,15,6,,,,
24855,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,adore,27-08-2020 10:31,GIF,cooking,positive,72,8,,,,
24856,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,scared,13-08-2020 11:24,GIF,cooking,negative,15,8,,,,
24857,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,adore,03-01-2021 07:40,GIF,cooking,positive,72,1,,,,
24858,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,intrigued,11-12-2020 02:29,GIF,cooking,positive,45,12,,,,
24859,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,worried,16-01-2021 05:37,GIF,cooking,negative,12,1,,,,
24861,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,want,12-03-2021 07:31,GIF,cooking,positive,70,3,,,,
24862,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,like,27-01-2021 18:24,GIF,cooking,positive,50,1,,,,
24863,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,worried,07-05-2021 02:26,GIF,cooking,negative,12,5,,,,
24864,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,want,02-08-2020 23:50,GIF,cooking,positive,70,8,,,,
24865,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,indifferent,07-08-2020 15:14,GIF,cooking,neutral,20,8,,,,
24866,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,worried,26-12-2020 08:04,GIF,cooking,negative,12,12,,,,
24867,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,like,11-02-2021 13:20,GIF,cooking,positive,50,2,,,,
24868,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,peeking,09-01-2021 15:49,GIF,cooking,neutral,35,1,,,,
24870,8e0f1d3e-b588-44de-a423-8224eb26aa99,dislike,14-06-2021 09:08,audio,healthy eating,negative,10,6,,,,
24871,8e0f1d3e-b588-44de-a423-8224eb26aa99,heart,29-11-2020 00:11,audio,healthy eating,positive,60,11,,,,
24872,8e0f1d3e-b588-44de-a423-8224eb26aa99,disgust,20-10-2020 14:28,audio,healthy eating,negative,0,10,,,,
24873,8e0f1d3e-b588-44de-a423-8224eb26aa99,cherish,08-11-2020 13:17,audio,healthy eating,positive,70,11,,,,
24874,8e0f1d3e-b588-44de-a423-8224eb26aa99,hate,24-08-2020 20:42,audio,healthy eating,negative,5,8,,,,
24875,8e0f1d3e-b588-44de-a423-8224eb26aa99,want,17-02-2021 18:25,audio,healthy eating,positive,70,2,,,,
24876,8e0f1d3e-b588-44de-a423-8224eb26aa99,want,05-03-2021 09:59,audio,healthy eating,positive,70,3,,,,
24877,8e0f1d3e-b588-44de-a423-8224eb26aa99,hate,31-05-2021 08:09,audio,healthy eating,negative,5,5,,,,
24878,8e0f1d3e-b588-44de-a423-8224eb26aa99,hate,19-04-2021 15:28,audio,healthy eating,negative,5,4,,,,
24880,8e0f1d3e-b588-44de-a423-8224eb26aa99,hate,19-04-2021 18:38,audio,healthy eating,negative,5,4,,,,
24881,8e0f1d3e-b588-44de-a423-8224eb26aa99,heart,08-06-2021 09:53,audio,healthy eating,positive,60,6,,,,
24882,8e0f1d3e-b588-44de-a423-8224eb26aa99,peeking,18-04-2021 02:32,audio,healthy eating,neutral,35,4,,,,
24883,8e0f1d3e-b588-44de-a423-8224eb26aa99,cherish,24-07-2020 10:37,audio,healthy eating,positive,70,7,,,,
24884,8e0f1d3e-b588-44de-a423-8224eb26aa99,adore,22-05-2021 07:06,audio,healthy eating,positive,72,5,,,,
24885,8e0f1d3e-b588-44de-a423-8224eb26aa99,super love,08-06-2021 07:22,audio,healthy eating,positive,75,6,,,,
24886,8e0f1d3e-b588-44de-a423-8224eb26aa99,heart,03-02-2021 09:17,audio,healthy eating,positive,60,2,,,,
24887,8e0f1d3e-b588-44de-a423-8224eb26aa99,intrigued,13-06-2021 09:49,audio,healthy eating,positive,45,6,,,,
24888,8e0f1d3e-b588-44de-a423-8224eb26aa99,interested,09-01-2021 17:20,audio,healthy eating,positive,30,1,,,,
24890,8e0f1d3e-b588-44de-a423-8224eb26aa99,worried,04-02-2021 14:44,audio,healthy eating,negative,12,2,,,,
24891,8e0f1d3e-b588-44de-a423-8224eb26aa99,disgust,04-07-2020 06:10,audio,healthy eating,negative,0,7,,,,
24892,8e0f1d3e-b588-44de-a423-8224eb26aa99,scared,04-04-2021 13:30,audio,healthy eating,negative,15,4,,,,
24893,8e0f1d3e-b588-44de-a423-8224eb26aa99,intrigued,22-09-2020 13:24,audio,healthy eating,positive,45,9,,,,
24894,8e0f1d3e-b588-44de-a423-8224eb26aa99,love,29-08-2020 08:26,audio,healthy eating,positive,65,8,,,,
24895,8e0f1d3e-b588-44de-a423-8224eb26aa99,want,01-08-2020 11:04,audio,healthy eating,positive,70,8,,,,
24897,a1249a46-6362-4a73-a1e9-3b5d236cdd73,cherish,28-12-2020 19:51,GIF,studying,positive,70,12,,,,
24898,a1249a46-6362-4a73-a1e9-3b5d236cdd73,disgust,11-09-2020 18:13,GIF,studying,negative,0,9,,,,
24899,a1249a46-6362-4a73-a1e9-3b5d236cdd73,heart,17-06-2021 16:34,GIF,studying,positive,60,6,,,,
24900,a1249a46-6362-4a73-a1e9-3b5d236cdd73,indifferent,01-02-2021 17:34,GIF,studying,neutral,20,2,,,,
24901,a1249a46-6362-4a73-a1e9-3b5d236cdd73,heart,28-05-2021 21:31,GIF,studying,positive,60,5,,,,
24902,a1249a46-6362-4a73-a1e9-3b5d236cdd73,cherish,22-12-2020 18:02,GIF,studying,positive,70,12,,,,
24903,a1249a46-6362-4a73-a1e9-3b5d236cdd73,scared,29-11-2020 02:52,GIF,studying,negative,15,11,,,,
24904,a1249a46-6362-4a73-a1e9-3b5d236cdd73,like,21-01-2021 15:34,GIF,studying,positive,50,1,,,,
24905,a1249a46-6362-4a73-a1e9-3b5d236cdd73,indifferent,09-01-2021 00:47,GIF,studying,neutral,20,1,,,,
24907,a1249a46-6362-4a73-a1e9-3b5d236cdd73,intrigued,07-05-2021 02:55,GIF,studying,positive,45,5,,,,
24908,a1249a46-6362-4a73-a1e9-3b5d236cdd73,worried,14-05-2021 09:28,GIF,studying,negative,12,5,,,,
24909,a1249a46-6362-4a73-a1e9-3b5d236cdd73,want,05-05-2021 08:26,GIF,studying,positive,70,5,,,,
24910,a1249a46-6362-4a73-a1e9-3b5d236cdd73,disgust,12-03-2021 03:38,GIF,studying,negative,0,3,,,,
24911,a1249a46-6362-4a73-a1e9-3b5d236cdd73,dislike,18-01-2021 18:13,GIF,studying,negative,10,1,,,,
24912,a1249a46-6362-4a73-a1e9-3b5d236cdd73,adore,16-03-2021 09:15,GIF,studying,positive,72,3,,,,
24913,a1249a46-6362-4a73-a1e9-3b5d236cdd73,intrigued,01-02-2021 07:55,GIF,studying,positive,45,2,,,,
24914,a1249a46-6362-4a73-a1e9-3b5d236cdd73,cherish,20-03-2021 02:40,GIF,studying,positive,70,3,,,,
24915,a1249a46-6362-4a73-a1e9-3b5d236cdd73,disgust,07-02-2021 04:03,GIF,studying,negative,0,2,,,,
24917,a1249a46-6362-4a73-a1e9-3b5d236cdd73,adore,22-07-2020 15:24,GIF,studying,positive,72,7,,,,
24918,a1249a46-6362-4a73-a1e9-3b5d236cdd73,love,25-03-2021 02:43,GIF,studying,positive,65,3,,,,
24919,a1249a46-6362-4a73-a1e9-3b5d236cdd73,peeking,03-10-2020 21:13,GIF,studying,neutral,35,10,,,,
24920,a1249a46-6362-4a73-a1e9-3b5d236cdd73,super love,16-06-2021 11:52,GIF,studying,positive,75,6,,,,
24921,a1249a46-6362-4a73-a1e9-3b5d236cdd73,indifferent,24-01-2021 09:20,GIF,studying,neutral,20,1,,,,
24922,a1249a46-6362-4a73-a1e9-3b5d236cdd73,scared,08-11-2020 14:47,GIF,studying,negative,15,11,,,,
24923,a1249a46-6362-4a73-a1e9-3b5d236cdd73,scared,29-11-2020 04:55,GIF,studying,negative,15,11,,,,
24924,a1249a46-6362-4a73-a1e9-3b5d236cdd73,interested,05-02-2021 05:28,GIF,studying,positive,30,2,,,,
24925,a1249a46-6362-4a73-a1e9-3b5d236cdd73,worried,07-04-2021 03:53,GIF,studying,negative,12,4,,,,
24927,a1249a46-6362-4a73-a1e9-3b5d236cdd73,super love,30-04-2021 18:59,GIF,studying,positive,75,4,,,,
24928,a1249a46-6362-4a73-a1e9-3b5d236cdd73,hate,23-12-2020 15:57,GIF,studying,negative,5,12,,,,
24929,a1249a46-6362-4a73-a1e9-3b5d236cdd73,scared,03-06-2021 11:11,GIF,studying,negative,15,6,,,,
24930,a1249a46-6362-4a73-a1e9-3b5d236cdd73,super love,10-03-2021 16:12,GIF,studying,positive,75,3,,,,
24931,a1249a46-6362-4a73-a1e9-3b5d236cdd73,interested,25-03-2021 12:30,GIF,studying,positive,30,3,,,,
24932,a1249a46-6362-4a73-a1e9-3b5d236cdd73,peeking,07-12-2020 13:55,GIF,studying,neutral,35,12,,,,
24933,a1249a46-6362-4a73-a1e9-3b5d236cdd73,like,01-07-2020 22:15,GIF,studying,positive,50,7,,,,
24934,a1249a46-6362-4a73-a1e9-3b5d236cdd73,adore,25-08-2020 15:12,GIF,studying,positive,72,8,,,,
24936,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,super love,17-06-2021 23:59,GIF,culture,positive,75,6,,,,
24937,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,interested,17-11-2020 16:58,GIF,culture,positive,30,11,,,,
24938,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,cherish,23-01-2021 05:42,GIF,culture,positive,70,1,,,,
24939,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,disgust,06-05-2021 15:45,GIF,culture,negative,0,5,,,,
24940,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,like,17-12-2020 20:08,GIF,culture,positive,50,12,,,,
24941,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,want,26-06-2020 20:00,GIF,culture,positive,70,6,,,,
24942,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,peeking,22-03-2021 18:23,GIF,culture,neutral,35,3,,,,
24943,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,intrigued,22-04-2021 13:25,GIF,culture,positive,45,4,,,,
24944,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,intrigued,11-05-2021 08:26,GIF,culture,positive,45,5,,,,
24946,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,super love,05-02-2021 11:45,GIF,culture,positive,75,2,,,,
24947,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,dislike,10-02-2021 08:50,GIF,culture,negative,10,2,,,,
24948,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,worried,19-09-2020 14:20,GIF,culture,negative,12,9,,,,
24949,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,cherish,13-04-2021 00:50,GIF,culture,positive,70,4,,,,
24950,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,hate,06-01-2021 05:33,GIF,culture,negative,5,1,,,,
24951,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,worried,03-03-2021 22:33,GIF,culture,negative,12,3,,,,
24952,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,worried,12-11-2020 02:49,GIF,culture,negative,12,11,,,,
24953,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,adore,06-11-2020 01:11,GIF,culture,positive,72,11,,,,
24954,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,cherish,08-12-2020 14:05,GIF,culture,positive,70,12,,,,
24956,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,disgust,12-11-2020 02:26,GIF,culture,negative,0,11,,,,
24957,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,scared,20-11-2020 19:06,GIF,culture,negative,15,11,,,,
24958,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,love,25-06-2020 22:20,GIF,culture,positive,65,6,,,,
24959,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,like,12-03-2021 09:19,GIF,culture,positive,50,3,,,,
24960,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,super love,25-08-2020 02:16,GIF,culture,positive,75,8,,,,
24961,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,peeking,25-01-2021 18:58,GIF,culture,neutral,35,1,,,,
24962,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,indifferent,29-10-2020 21:17,GIF,culture,neutral,20,10,,,,
24963,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,worried,05-04-2021 09:37,GIF,culture,negative,12,4,,,,
24964,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,dislike,25-12-2020 00:03,GIF,culture,negative,10,12,,,,
24966,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,adore,01-11-2020 11:17,GIF,culture,positive,72,11,,,,
24967,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,heart,20-12-2020 00:50,GIF,culture,positive,60,12,,,,
24968,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,super love,02-06-2021 21:58,GIF,culture,positive,75,6,,,,
24969,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,want,03-11-2020 14:43,GIF,culture,positive,70,11,,,,
24970,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,worried,05-10-2020 22:08,GIF,culture,negative,12,10,,,,
24971,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,heart,29-03-2021 04:09,GIF,culture,positive,60,3,,,,
24972,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,adore,11-07-2020 02:51,GIF,culture,positive,72,7,,,,
24973,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,like,27-12-2020 04:25,GIF,culture,positive,50,12,,,,
24974,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,cherish,30-10-2020 10:22,GIF,culture,positive,70,10,,,,
24976,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,disgust,17-02-2021 18:42,GIF,culture,negative,0,2,,,,
24977,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,super love,20-12-2020 10:47,GIF,culture,positive,75,12,,,,
24978,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,want,08-03-2021 15:11,GIF,culture,positive,70,3,,,,
24979,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,like,12-11-2020 00:12,GIF,culture,positive,50,11,,,,
24980,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,indifferent,02-04-2021 14:22,GIF,culture,neutral,20,4,,,,
24981,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,cherish,13-02-2021 04:03,GIF,culture,positive,70,2,,,,
24983,58b0f92a-76ae-4521-a223-2b117f4f4e70,interested,15-05-2021 21:43,video,dogs,positive,30,5,,,,
24984,58b0f92a-76ae-4521-a223-2b117f4f4e70,hate,09-03-2021 05:22,video,dogs,negative,5,3,,,,
24985,58b0f92a-76ae-4521-a223-2b117f4f4e70,hate,11-11-2020 03:56,video,dogs,negative,5,11,,,,
24986,58b0f92a-76ae-4521-a223-2b117f4f4e70,adore,11-11-2020 10:40,video,dogs,positive,72,11,,,,
24987,58b0f92a-76ae-4521-a223-2b117f4f4e70,heart,30-09-2020 12:11,video,dogs,positive,60,9,,,,
24988,58b0f92a-76ae-4521-a223-2b117f4f4e70,super love,31-08-2020 12:35,video,dogs,positive,75,8,,,,
24989,58b0f92a-76ae-4521-a223-2b117f4f4e70,love,23-05-2021 15:48,video,dogs,positive,65,5,,,,
24990,58b0f92a-76ae-4521-a223-2b117f4f4e70,cherish,02-06-2021 22:38,video,dogs,positive,70,6,,,,
24991,58b0f92a-76ae-4521-a223-2b117f4f4e70,indifferent,28-09-2020 02:53,video,dogs,neutral,20,9,,,,
24993,58b0f92a-76ae-4521-a223-2b117f4f4e70,worried,19-01-2021 23:50,video,dogs,negative,12,1,,,,
24994,58b0f92a-76ae-4521-a223-2b117f4f4e70,super love,19-11-2020 06:59,video,dogs,positive,75,11,,,,
24995,58b0f92a-76ae-4521-a223-2b117f4f4e70,adore,21-10-2020 18:56,video,dogs,positive,72,10,,,,
24996,58b0f92a-76ae-4521-a223-2b117f4f4e70,dislike,11-01-2021 22:53,video,dogs,negative,10,1,,,,
24997,58b0f92a-76ae-4521-a223-2b117f4f4e70,heart,11-08-2020 21:14,video,dogs,positive,60,8,,,,
24998,58b0f92a-76ae-4521-a223-2b117f4f4e70,super love,19-02-2021 08:20,video,dogs,positive,75,2,,,,
24999,58b0f92a-76ae-4521-a223-2b117f4f4e70,peeking,23-08-2020 05:09,video,dogs,neutral,35,8,,,,
25001,9c8f1389-d04e-4a55-a2f5-1612539b70a7,interested,14-07-2020 21:24,audio,technology,positive,30,7,,,,
25002,9c8f1389-d04e-4a55-a2f5-1612539b70a7,intrigued,24-08-2020 10:37,audio,technology,positive,45,8,,,,
25003,9c8f1389-d04e-4a55-a2f5-1612539b70a7,want,16-01-2021 04:26,audio,technology,positive,70,1,,,,
25004,9c8f1389-d04e-4a55-a2f5-1612539b70a7,cherish,17-06-2021 14:36,audio,technology,positive,70,6,,,,
25005,9c8f1389-d04e-4a55-a2f5-1612539b70a7,worried,28-05-2021 16:56,audio,technology,negative,12,5,,,,
25006,9c8f1389-d04e-4a55-a2f5-1612539b70a7,scared,14-01-2021 02:11,audio,technology,negative,15,1,,,,
25007,9c8f1389-d04e-4a55-a2f5-1612539b70a7,peeking,28-04-2021 13:55,audio,technology,neutral,35,4,,,,
25008,9c8f1389-d04e-4a55-a2f5-1612539b70a7,scared,24-11-2020 21:59,audio,technology,negative,15,11,,,,
25009,9c8f1389-d04e-4a55-a2f5-1612539b70a7,dislike,10-01-2021 13:58,audio,technology,negative,10,1,,,,
25011,9c8f1389-d04e-4a55-a2f5-1612539b70a7,worried,07-08-2020 03:21,audio,technology,negative,12,8,,,,
25012,9c8f1389-d04e-4a55-a2f5-1612539b70a7,peeking,17-02-2021 10:31,audio,technology,neutral,35,2,,,,
25013,9c8f1389-d04e-4a55-a2f5-1612539b70a7,interested,26-11-2020 06:24,audio,technology,positive,30,11,,,,
25014,9c8f1389-d04e-4a55-a2f5-1612539b70a7,adore,27-08-2020 03:12,audio,technology,positive,72,8,,,,
25015,9c8f1389-d04e-4a55-a2f5-1612539b70a7,dislike,14-01-2021 14:01,audio,technology,negative,10,1,,,,
25016,9c8f1389-d04e-4a55-a2f5-1612539b70a7,cherish,01-07-2020 14:48,audio,technology,positive,70,7,,,,
25017,9c8f1389-d04e-4a55-a2f5-1612539b70a7,want,15-09-2020 20:11,audio,technology,positive,70,9,,,,
25018,9c8f1389-d04e-4a55-a2f5-1612539b70a7,cherish,07-03-2021 13:51,audio,technology,positive,70,3,,,,
25019,9c8f1389-d04e-4a55-a2f5-1612539b70a7,dislike,23-08-2020 17:38,audio,technology,negative,10,8,,,,
25021,9c8f1389-d04e-4a55-a2f5-1612539b70a7,heart,13-04-2021 15:05,audio,technology,positive,60,4,,,,
25022,9c8f1389-d04e-4a55-a2f5-1612539b70a7,interested,21-05-2021 01:49,audio,technology,positive,30,5,,,,
25023,9c8f1389-d04e-4a55-a2f5-1612539b70a7,want,29-09-2020 23:02,audio,technology,positive,70,9,,,,
25024,9c8f1389-d04e-4a55-a2f5-1612539b70a7,adore,16-02-2021 21:47,audio,technology,positive,72,2,,,,
25025,9c8f1389-d04e-4a55-a2f5-1612539b70a7,like,11-03-2021 16:12,audio,technology,positive,50,3,,,,
25026,9c8f1389-d04e-4a55-a2f5-1612539b70a7,cherish,21-11-2020 06:27,audio,technology,positive,70,11,,,,
25027,9c8f1389-d04e-4a55-a2f5-1612539b70a7,indifferent,10-12-2020 21:21,audio,technology,neutral,20,12,,,,
25029,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,want,25-06-2020 03:20,photo,technology,positive,70,6,,,,
25030,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,worried,30-03-2021 05:54,photo,technology,negative,12,3,,,,
25031,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,worried,27-06-2020 11:42,photo,technology,negative,12,6,,,,
25032,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,heart,22-06-2020 01:18,photo,technology,positive,60,6,,,,
25033,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,love,12-07-2020 14:51,photo,technology,positive,65,7,,,,
25034,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,interested,22-06-2020 23:58,photo,technology,positive,30,6,,,,
25035,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,dislike,10-07-2020 12:20,photo,technology,negative,10,7,,,,
25036,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,hate,04-01-2021 14:18,photo,technology,negative,5,1,,,,
25037,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,love,22-04-2021 06:57,photo,technology,positive,65,4,,,,
25039,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,indifferent,01-01-2021 13:31,photo,technology,neutral,20,1,,,,
25040,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,worried,19-04-2021 15:37,photo,technology,negative,12,4,,,,
25041,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,dislike,18-04-2021 18:18,photo,technology,negative,10,4,,,,
25042,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,intrigued,27-04-2021 16:32,photo,technology,positive,45,4,,,,
25043,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,hate,16-02-2021 17:15,photo,technology,negative,5,2,,,,
25044,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,peeking,09-12-2020 01:00,photo,technology,neutral,35,12,,,,
25045,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,disgust,04-10-2020 19:59,photo,technology,negative,0,10,,,,
25046,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,want,29-01-2021 18:52,photo,technology,positive,70,1,,,,
25047,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,love,02-07-2020 01:14,photo,technology,positive,65,7,,,,
25049,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,love,19-05-2021 16:07,photo,technology,positive,65,5,,,,
25050,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,dislike,25-08-2020 04:01,photo,technology,negative,10,8,,,,
25051,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,adore,09-07-2020 00:07,photo,technology,positive,72,7,,,,
25052,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,worried,03-02-2021 17:30,photo,technology,negative,12,2,,,,
25053,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,interested,24-01-2021 22:56,photo,technology,positive,30,1,,,,
25054,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,indifferent,23-10-2020 00:24,photo,technology,neutral,20,10,,,,
25055,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,intrigued,19-01-2021 21:03,photo,technology,positive,45,1,,,,
25056,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,heart,20-09-2020 21:40,photo,technology,positive,60,9,,,,
25057,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,disgust,01-07-2020 08:52,photo,technology,negative,0,7,,,,
25059,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,adore,26-12-2020 08:51,photo,technology,positive,72,12,,,,
25061,b23a874f-72fa-4abb-9ca5-941850c672bc,heart,04-06-2021 22:56,photo,healthy eating,positive,60,6,,,,
25062,b23a874f-72fa-4abb-9ca5-941850c672bc,like,17-08-2020 10:07,photo,healthy eating,positive,50,8,,,,
25063,b23a874f-72fa-4abb-9ca5-941850c672bc,want,04-02-2021 04:17,photo,healthy eating,positive,70,2,,,,
25064,b23a874f-72fa-4abb-9ca5-941850c672bc,hate,02-06-2021 20:49,photo,healthy eating,negative,5,6,,,,
25065,b23a874f-72fa-4abb-9ca5-941850c672bc,scared,19-06-2020 12:12,photo,healthy eating,negative,15,6,,,,
25066,b23a874f-72fa-4abb-9ca5-941850c672bc,want,25-11-2020 07:40,photo,healthy eating,positive,70,11,,,,
25067,b23a874f-72fa-4abb-9ca5-941850c672bc,cherish,25-07-2020 15:07,photo,healthy eating,positive,70,7,,,,
25068,b23a874f-72fa-4abb-9ca5-941850c672bc,heart,01-05-2021 11:25,photo,healthy eating,positive,60,5,,,,
25069,b23a874f-72fa-4abb-9ca5-941850c672bc,want,19-01-2021 03:07,photo,healthy eating,positive,70,1,,,,
25071,b23a874f-72fa-4abb-9ca5-941850c672bc,hate,13-08-2020 08:40,photo,healthy eating,negative,5,8,,,,
25072,b23a874f-72fa-4abb-9ca5-941850c672bc,love,16-06-2021 17:05,photo,healthy eating,positive,65,6,,,,
25073,b23a874f-72fa-4abb-9ca5-941850c672bc,want,26-03-2021 07:28,photo,healthy eating,positive,70,3,,,,
25074,b23a874f-72fa-4abb-9ca5-941850c672bc,heart,25-10-2020 04:40,photo,healthy eating,positive,60,10,,,,
25075,b23a874f-72fa-4abb-9ca5-941850c672bc,disgust,25-07-2020 04:12,photo,healthy eating,negative,0,7,,,,
25077,26c02731-b5d8-4ad3-99a2-5e589e107937,heart,31-12-2020 06:24,video,studying,positive,60,12,,,,
25078,26c02731-b5d8-4ad3-99a2-5e589e107937,super love,12-02-2021 22:53,video,studying,positive,75,2,,,,
25079,26c02731-b5d8-4ad3-99a2-5e589e107937,scared,20-12-2020 03:35,video,studying,negative,15,12,,,,
25080,26c02731-b5d8-4ad3-99a2-5e589e107937,heart,13-06-2021 23:51,video,studying,positive,60,6,,,,
25081,26c02731-b5d8-4ad3-99a2-5e589e107937,disgust,20-04-2021 06:23,video,studying,negative,0,4,,,,
25082,26c02731-b5d8-4ad3-99a2-5e589e107937,dislike,04-05-2021 23:34,video,studying,negative,10,5,,,,
25083,26c02731-b5d8-4ad3-99a2-5e589e107937,interested,10-05-2021 23:18,video,studying,positive,30,5,,,,
25084,26c02731-b5d8-4ad3-99a2-5e589e107937,worried,25-07-2020 08:55,video,studying,negative,12,7,,,,
25085,26c02731-b5d8-4ad3-99a2-5e589e107937,scared,25-07-2020 11:09,video,studying,negative,15,7,,,,
25087,26c02731-b5d8-4ad3-99a2-5e589e107937,peeking,30-03-2021 21:16,video,studying,neutral,35,3,,,,
25088,26c02731-b5d8-4ad3-99a2-5e589e107937,like,25-04-2021 00:04,video,studying,positive,50,4,,,,
25089,26c02731-b5d8-4ad3-99a2-5e589e107937,super love,27-11-2020 10:51,video,studying,positive,75,11,,,,
25090,26c02731-b5d8-4ad3-99a2-5e589e107937,heart,28-02-2021 16:00,video,studying,positive,60,2,,,,
25091,26c02731-b5d8-4ad3-99a2-5e589e107937,scared,07-03-2021 02:26,video,studying,negative,15,3,,,,
25092,26c02731-b5d8-4ad3-99a2-5e589e107937,heart,15-05-2021 17:03,video,studying,positive,60,5,,,,
25093,26c02731-b5d8-4ad3-99a2-5e589e107937,super love,10-05-2021 21:55,video,studying,positive,75,5,,,,
25094,26c02731-b5d8-4ad3-99a2-5e589e107937,cherish,25-04-2021 18:57,video,studying,positive,70,4,,,,
25095,26c02731-b5d8-4ad3-99a2-5e589e107937,cherish,05-12-2020 17:38,video,studying,positive,70,12,,,,
